title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Strange Love",tv,"Comedy, Reality-TV, Romance",2005,tt0429438,2.6,159,"BA, HR, MD, ME, MK, NL, PT, RO, RS, SI"
"Jonny Quest",tv,"Action, Adventure, Animation",1964,tt0057730,7.8,5522,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Wacky Races",tv,"Adventure, Animation, Comedy",1968,tt0122365,7.5,8114,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"John from Cincinnati",tv,"Drama, Fantasy, Mystery",2007,tt0814164,7,5079,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TT, US, UY, VE"
"Six Feet Under",tv,"Comedy, Drama",2001,tt0248654,8.7,155394,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Wow! Wow! Wubbzy!",tv,"Animation, Family, Fantasy",2006,tt0762067,6.3,1708,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Gossip Girl",tv,"Drama, Romance",2007,tt0397442,7.5,201082,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Sopranos",tv,"Crime, Drama",1999,tt0141842,9.2,503588,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Game of Thrones",tv,"Action, Adventure, Drama",2011,tt0944947,9.2,2377746,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Walking Dead",tv,"Drama, Horror, Thriller",2010,tt1520211,8.1,1117614,"AD, BA, BG, CZ, ES, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Chuck,tv,"Action, Comedy, Drama",2007,tt0934814,8.2,149483,US
Deadwood,tv,"Crime, Drama, History",2004,tt0348914,8.6,121452,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK, US"
House,tv,"Drama, Mystery",2004,tt0412142,8.7,540657,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Person of Interest",tv,"Action, Crime, Drama",2011,tt1839578,8.5,194449,"BA, BE, BG, CZ, FR, HR, HU, MC, MD, ME, MK, NL, PL, PT, RO, RS, SI, SK"
Arrow,tv,"Action, Adventure, Crime",2012,tt2193021,7.5,450753,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
"The Big Bang Theory",tv,"Comedy, Romance",2007,tt0898266,8.1,892512,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Middle",tv,"Comedy, Family",2009,tt1442464,7.7,55479,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, PA, PE, PT, PY, SV, TC, TT, UY, VE"
Luther,tv,"Crime, Drama, Mystery",2010,tt1474684,8.4,157289,"FR, MC"
Broadchurch,tv,"Crime, Drama, Mystery",2013,tt2249364,8.4,131655,PL
MythBusters,tv,"Documentary, Mystery, Reality-TV",2003,tt0383126,8.3,55465,US
"Attack on Titan",tv,"Action, Adventure, Animation",2013,tt2560140,9.1,570838,"ID, MY, PH, SG, TH, TW"
"The Wire",tv,"Crime, Drama, Thriller",2002,tt0306414,9.3,393476,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Flinderella,tv,"Comedy, Family, Fantasy",2004,tt0401933,6.5,1266,"AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"Krypto the Superdog",tv,"Action, Adventure, Animation",2005,tt0437018,5.7,1366,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"The Dead Zone",tv,"Drama, Fantasy, Mystery",2002,tt0281432,7.3,10211,"FI, NO, SE, US"
"Sheep in the Big City",tv,"Animation, Comedy, Family",2000,tt0260653,6.9,1770,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"What a Cartoon!",tv,"Action, Adventure, Animation",1995,tt0181266,8.4,898,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Justice League",tv,"Action, Adventure, Animation",2001,tt0275137,8.5,53786,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Boardwalk Empire",tv,"Crime, Drama",2010,tt0979432,8.6,208278,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Supernatural,tv,"Drama, Fantasy, Horror",2005,tt0460681,8.4,499802,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE"
"Saturday Night Live",tv,"Comedy, Music",1975,tt0072562,8,54127,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK"
Friends,tv,"Comedy, Romance",1994,tt0108778,8.9,1122041,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Night Stalker",tv,"Crime, Drama, Fantasy",2005,tt0460665,6.3,1650,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
Fringe,tv,"Drama, Mystery, Sci-Fi",2008,tt1119644,8.4,261875,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK, US"
"Foster's Home for Imaginary Friends",tv,"Adventure, Animation, Comedy",2004,tt0419326,7.6,25461,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, JM, LC, MX, MY, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"How It's Made",tv,Documentary,2001,tt0835010,7.8,8445,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
Overhaulin',tv,"Documentary, Reality-TV, Sport",2004,tt0408409,6.8,1630,"AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, FR, GT, GY, HK, HN, HU, ID, JM, LC, MC, MD, MX, MY, NI, NO, PA, PE, PH, PY, RO, SE, SG, SV, TC, TH, TT, TW, US, UY, VE"
"The Perils of Penelope Pitstop",tv,"Action, Animation, Crime",1969,tt0173587,6.4,2139,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Whatever Happened to... Robot Jones?",tv,"Adventure, Animation, Comedy",2002,tt0312255,6.4,789,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Tiny Toon Adventures",tv,"Adventure, Animation, Comedy",1990,tt0098929,7.5,14560,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Rome,tv,"Action, Drama, Romance",2005,tt0384766,8.7,191589,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Fresh Prince of Bel-Air",tv,Comedy,1990,tt0098800,7.9,147567,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE"
"Most Evil",tv,"Crime, Documentary",2006,tt1066032,8.2,936,"AD, BG, CZ, DK, ES, HU, MD, NO, PT, RO, SE, SK"
Entourage,tv,"Comedy, Drama",2004,tt0387199,8.4,179000,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Loonatics Unleashed",tv,"Action, Adventure, Animation",2005,tt0476918,5.7,1189,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Thundercats,tv,"Action, Adventure, Animation",1985,tt0088631,7.9,19577,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Flintstones",tv,"Adventure, Animation, Comedy",1960,tt0053502,7.5,42244,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"The Comeback",tv,Comedy,2005,tt0434672,8,8095,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"The Batman",tv,"Action, Adventure, Animation",2004,tt0398417,7.4,14068,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Courage the Cowardly Dog",tv,"Adventure, Animation, Comedy",1999,tt0220880,8.3,53065,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Batman: The Animated Series",tv,"Action, Adventure, Animation",1992,tt0103359,9,123914,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"30 Minute Meals",tv,Documentary,2001,tt0337534,6.4,361,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Cold Case",tv,"Crime, Drama, Mystery",2003,tt0368479,7.6,32721,US
"Ramsay's Kitchen Nightmares",tv,Reality-TV,2004,tt0409608,7.6,6753,PL
"South Park",tv,"Animation, Comedy",1997,tt0121955,8.7,416019,US
"H2O: Just Add Water",tv,"Adventure, Comedy, Drama",2006,tt0491603,7.3,19193,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Aquí no hay quien viva",tv,"Comedy, Romance",2003,tt0381733,8.2,5047,"AD, ES"
"The Wayans Bros.",tv,Comedy,1995,tt0112220,7.3,5853,US
"The Jamie Foxx Show",tv,Comedy,1996,tt0115221,6.8,3813,US
"The Office",tv,Comedy,2005,tt0386676,9,751375,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Nanny",tv,"Comedy, Family, Romance",1993,tt0106080,7.1,51107,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Jetsons",tv,"Animation, Comedy, Family",1962,tt0055683,7,24856,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Johnny Bravo",tv,"Adventure, Animation, Comedy",1997,tt0118360,7.2,40259,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Venture Bros.",tv,"Action, Adventure, Animation",2003,tt0417373,8.6,29136,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Pocoyo,tv,"Animation, Comedy, Family",2005,tt0487849,7.1,2312,"AD, BA, BG, BO, BR, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, HR, HU, JM, LC, MD, ME, MK, MX, NL, NO, PA, PE, PL, PT, PY, RO, SE, SI, SK, SV, TC, UY, VE"
"Free Ride",tv,Comedy,2006,tt0460641,6.6,120,"BE, FR, MC"
"Mr. Bean: The Animated Series",tv,"Animation, Comedy, Family",2002,tt0280277,6.9,15117,"AD, BA, BE, BG, CZ, DK, ES, FI, FR, HK, HR, HU, ID, MC, MD, ME, MK, MY, NL, NO, PH, PL, PT, RO, RS, SE, SG, SI, SK, TH, TW"
"Dirty Jobs",tv,Reality-TV,2005,tt0458259,7.7,9684,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Codename: Kids Next Door",tv,"Action, Adventure, Animation",2002,tt0312109,7.2,23433,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The O.C.",tv,"Comedy, Drama, Romance",2003,tt0362359,7.6,98600,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Family Matters",tv,"Adventure, Comedy, Drama",1989,tt0096579,6.6,30776,US
"Two and a Half Men",tv,"Comedy, Romance",2003,tt0369179,7.1,286235,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
Extras,tv,"Comedy, Drama",2005,tt0445114,8.3,61371,"AD, BA, BG, CZ, ES, FR, HR, HU, MC, MD, ME, MK, NL, PL, PT, RO, RS, SI, SK"
"Samurai Jack",tv,"Action, Adventure, Animation",2001,tt0278238,8.5,62098,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE"
"Flight of the Conchords",tv,"Comedy, Music, Musical",2007,tt0863046,8.5,67591,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Space Ghost Coast to Coast",tv,"Animation, Comedy, Sci-Fi",1993,tt0108937,7.9,7953,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Totally Spies!",tv,"Action, Adventure, Animation",2001,tt0283226,7.1,13513,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
Veep,tv,Comedy,2012,tt1759761,8.4,66730,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Office",tv,"Comedy, Drama",2001,tt0290978,8.5,126555,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Superjail!,tv,"Action, Animation, Comedy",2007,tt1031283,7.7,8067,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, US, UY, VE"
Caillou,tv,"Adventure, Animation, Comedy",1997,tt0262153,3.8,4032,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Oz,tv,"Crime, Drama, Thriller",1997,tt0118421,8.7,110376,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK, US"
"From the Earth to the Moon",tv,"Action, Drama, History",1998,tt0120570,8.6,13865,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Cow and Chicken",tv,"Adventure, Animation, Comedy",1997,tt0118289,6.5,22160,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Nip/Tuck,tv,Drama,2003,tt0361217,7.7,59568,"BA, BE, BG, CZ, DK, FI, FR, HR, HU, MC, MD, ME, MK, NL, PL, PT, RO, RS, SI, SK"
"Legion of Super Heroes",tv,"Action, Animation, Comedy",2006,tt0775372,7,1820,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Diners, Drive-ins and Dives",tv,Reality-TV,2006,tt1020913,7.3,4754,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, FR, GT, GY, HK, HN, HU, ID, JM, LC, MC, MD, MX, MY, NI, PA, PE, PH, PY, RO, SG, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Five Days",tv,"Crime, Drama, Mystery",2007,tt0840094,6.6,3670,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Pinky, Elmyra & the Brain",tv,"Adventure, Animation, Comedy",1998,tt0170996,5.8,973,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Dexter's Laboratory",tv,"Adventure, Animation, Comedy",1996,tt0115157,7.9,55199,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Top Cat",tv,"Animation, Comedy, Crime",1961,tt0054572,7.1,8301,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Tom & Jerry Kids Show",tv,"Animation, Comedy, Family",1990,tt0198254,6.2,3586,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Superman: The Animated Series",tv,"Action, Adventure, Animation",1996,tt0115378,8.1,18307,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Full House",tv,"Comedy, Drama, Family",1987,tt0092359,6.8,64457,US
"Wonder Woman",tv,"Action, Adventure, Fantasy",1975,tt0074074,7,10496,US
Freakazoid!,tv,"Action, Adventure, Animation",1995,tt0111970,7.5,8756,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Mike, Lu & Og",tv,"Adventure, Animation, Comedy",1999,tt0235589,6.2,1220,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"While You Were Out",tv,Reality-TV,2002,tt0352115,6.4,212,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Big Love",tv,Drama,2006,tt0421030,7.7,23692,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Real Time with Bill Maher",tv,"Comedy, News, Talk-Show",2003,tt0350448,7.4,14584,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"Lois & Clark: The New Adventures of Superman",tv,"Adventure, Comedy, Drama",1993,tt0106057,6.7,27290,US
"Anthony Bourdain: No Reservations",tv,"Adventure, Documentary, Reality-TV",2005,tt0475900,8.5,8133,"NO, US"
"American Chopper: The Series",tv,"Reality-TV, Sport",2002,tt0364779,6.1,4091,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
